100;0.000031;0.005357;0.000512;
200;0.000205;0.000071;0.000976;
300;0.000742;0.000161;0.001664;
400;0.001007;0.000355;0.003084;
500;0.001907;0.000533;0.006190;
600;0.003362;0.001196;0.003461;
700;0.004761;0.000964;0.005103;
800;0.005278;0.001499;0.005654;
900;0.007743;0.002234;0.008029;
1000;0.010953;0.003199;0.006367;
1100;0.011375;0.003337;0.009492;
1200;0.009948;0.002462;0.005193;
1300;0.015650;0.003368;0.003933;
1400;0.015822;0.003683;0.005503;
1500;0.015320;0.004532;0.004896;
1600;0.017346;0.004532;0.006478;
1700;0.025077;0.005724;0.005926;
1800;0.024987;0.008607;0.008326;
1900;0.033421;0.008099;0.028597;
2000;0.052101;0.008715;0.007832;
2100;0.039523;0.015446;0.010711;
2200;0.035796;0.011530;0.023328;
2300;0.047968;0.012987;0.012389;
2400;0.039927;0.012244;0.022039;
2500;0.056578;0.013641;0.013967;
2600;0.051657;0.016225;0.014046;
2700;0.071455;0.018065;0.015269;
2800;0.063302;0.024892;0.015763;
2900;0.079736;0.019464;0.017025;
3000;0.070167;0.021523;0.022862;
3100;0.095915;0.022637;0.018914;
3200;0.083789;0.026990;0.066391;
3300;0.103265;0.024793;0.021504;
3400;0.104578;0.023584;0.020299;
3500;0.116319;0.024684;0.024652;
3600;0.103518;0.026104;0.023521;
3700;0.131227;0.030852;0.027381;
3800;0.120727;0.040657;0.025772;
3900;0.149443;0.031723;0.025941;
4000;0.126568;0.034467;0.030565;
4100;0.163588;0.035370;0.027529;
4200;0.162590;0.036867;0.030560;
4300;0.176422;0.048609;0.036776;
4400;0.153656;0.039344;0.034963;
4500;0.207092;0.053277;0.036565;
4600;0.183073;0.047627;0.035516;
4700;0.213006;0.052750;0.040460;
4800;0.194256;0.057848;0.052534;
4900;0.234847;0.055045;0.052932;
5000;0.218680;0.059740;0.061102;
5100;0.255026;0.064561;0.051059;
5200;0.229050;0.064342;0.050721;
5300;0.272010;0.069640;0.054033;
5400;0.257360;0.071570;0.056622;
5500;0.294333;0.075649;0.058827;
5600;0.260384;0.072634;0.057563;
5700;0.316757;0.087002;0.062688;
5800;0.304714;0.088280;0.068324;
5900;0.345762;0.097090;0.073254;
6000;0.314677;0.088849;0.077042;
6100;0.388511;0.104377;0.107321;
6200;0.356730;0.099248;0.094092;
6300;0.410588;0.112922;0.089338;
6400;0.890833;0.323143;0.238621;
6500;0.442478;0.124556;0.167123;
6600;0.539645;0.190231;0.120271;
6700;0.562462;0.165738;0.349677;
6800;0.747056;0.231776;0.380428;
6900;0.603862;0.170738;0.143217;
7000;0.485291;0.153173;0.129938;
7100;0.549026;0.190878;0.141454;
7200;0.477357;0.152113;0.156828;
7300;0.817747;0.272397;0.186409;
7400;0.585231;0.199850;0.206322;
7500;0.743530;0.223644;0.264698;
7600;0.610406;0.199699;0.192207;
7700;0.672810;0.238824;0.204315;
7800;0.649723;0.259846;0.205262;
7900;0.713699;0.256223;0.236610;
8000;0.734602;0.280394;0.207816;
8100;0.734766;0.283746;0.229748;
8200;0.736444;0.331986;0.264801;
8300;0.786502;0.327698;0.237202;
8400;0.742871;0.284586;0.252752;
8500;0.821486;0.383271;0.257504;
8600;0.819091;0.384507;0.271204;
8700;0.918810;0.410573;0.266738;
8800;0.826807;0.345700;0.296613;
8900;0.919604;0.478865;0.304718;
9000;0.905056;0.451882;0.304093;
9100;0.965060;0.466655;0.292748;
9200;0.913551;0.443119;0.308377;
9300;1.011990;0.498762;0.313134;
9400;1.013297;0.511698;0.321086;
9500;1.072238;0.530829;0.315886;
9600;1.530211;0.576572;0.465302;
9700;1.104719;0.564878;0.359620;
9800;1.120293;0.574789;0.359289;
9900;1.158298;0.589079;0.372733;
10000;1.093079;0.594722;0.392179;
